	Rp_01.1	Rp_02.1	Rp_03.2	Rp_04.1	Rp_05.1	Rp_06.1	Rp_01.6	Rp_02.6	Rp_03.6	Rp_05.4	Rp_05.5	Rp_05.6	Rp_06.6	Rp_01.4	Rp_01.5	Rp_02.4	Rp_02.5	Rp_03.4	Rp_03.5	Rp_04.4	Rp_04.5	Rp_06.4	Rp_06.5	Rp_04.6
ASV_708	0.000271506	0.000533253	0.000550666	0.000551378	0.000438813	6.71704E-05	0	0.000668747	0.000166713	0.0002204	0	0	0	0	0	0	0.000135925	0	0	0.000265796	0	0	0	0.001055001
ASV_712	0.001051927	0.001866685	0.001538646	0.002376457	0.002063341	0.001461642	0	0.002006242	0.001500417	0.001278321	0.001637486	0.000169362	0.001352514	0	0	0.001427099	0.001291287	0.002615265	0	0.000835358	0	0	0	0
ASV_713	0.000546734	0.000648659	0.000449317	0.000388352	0.000336612	0.000117548	0	0.000334374	0.000111142	0.00039672	0	0	0	0	0	0	6.80E-05	0	0	0.00045565	0	0	0	0.000633
ASV_724	0.001583909	0.000961268	0.001993758	0.002319957	0.002759376	0.001555425	0	0	0.002167269	0	0	0.00143958	0	0	0	0	0.001427212	0	0	0.003759113	0	0	0	0.000773667
ASV_738	0.000344912	0.000195308	0.003772403	0.000183757	0.002138451	0.002493697	0	0.000167187	0.000111142	0.000617121	0	0.000211703	0.000368868	0	0	0	0	0	0	0.001594775	0	0	0.000409026	0.000492334
ASV_740	0.00026179	0.000109831	0.004062946	0.000264558	0.002552689	0.003933785	0.000376421	0	0.000277855	0.0002204	0	8.47E-05	0.000614779	0	0	0	0	0	0	0.000265796	0	0	0	0.000422
ASV_743	0.00123111	0.000905488	0.001692713	0.00163655	0.003169895	0.001578073	0	0	0.00166713	0	0	0.001397239	0	0	0	0	0.001427212	0	0	0.004366646	0	0	0	0.000633
ASV_751	0.001498276	0.000985391	0.001275523	0.001339156	0.001818478	0.003166542	0.001129263	0.001114579	0.001166991	0.000793441	0.000566822	0.000931493	0.000860691	0.000920281	0.000328911	0.000317133	0.001699062	0	0.001220008	0.000987242	0.001235415	0	0.001295248	0.000984667
ASV_752	0.001992747	0.000871651	0.001599073	0.000754856	0.001858829	0.002952639	0.000451705	0.001114579	0.000944707	0.000837521	0.000503842	0.001100855	0.000860691	0.001035316	0.000109637	0.00023785	0.002106837	0	0.000406669	0.000721446	0.001235415	0.001453488	0.001976958	0.002180335
ASV_761	0.000507964	0.000596113	0.000472029	0.000315581	0.000309063	0	0	0.000278645	0.000166713	8.82E-05	0	0.000169362	0	0.000115035	0	0	0.00027185	0	0	0.000189854	0	0	0	0.000562667
ASV_772	0.001419676	0.001249788	0.001639995	0.001093712	0.001882605	0.002549446	0.000752842	0.001114579	0.001278133	0.001454642	0.000377881	0.000635109	0.000368868	0.000402623	0	0.000554983	0.001834987	0	0.000610004	0.002126367	0.001509952	0	0.001158907	0.000140667
ASV_786	0.000452558	0.000195308	0.000145271	0.000271877	6.21891E-05	8.1262E-05	0	0	5.56E-05	0	0	0	0	0	0.000274093	0	6.80E-05	0	0	0	0	0.000322997	0	0
ASV_805	0.001428695	0.001073092	0.001514434	0.000813195	0.002263921	0.002441415	0.000301137	0.000668747	0.000388997	0.000925681	0.000629802	0.001185536	0.000491823	0.000632693	0	0.00023785	0.002310724	0	0.001423343	0.000949271	0.000960879	0.000645995	0.000749881	0.001406668
ASV_822	0.001193781	0.001083515	0.001715631	0.00106078	0.00172513	0.002917429	0.000526989	0.001226037	0.000611281	0.001498722	0.000944703	0.000762131	0.000368868	0.000402623	0	0.0004757	0.001427212	0	0.000542226	0.0009113	0.000205903	0	0.001022565	0.001125334
ASV_827	0.000170884	0.000129	0.000169483	0.000450862	9.32836E-05	0.000163356	0	0	0	0	0	0	0	0	0.000109637	0	0.00027185	0	0	0	0	0	0	0
ASV_830	0.000857437	0.001055651	0.002124026	0.001551275	0.002904555	0.00164109	0	0	0.001500417	0.001895442	0	0.000550428	0	0	0	0	6.80E-05	0	0	0.002847813	0	0	0	0.000703334
ASV_838	9.33924E-05	0.000226734	0.003032956	0.000181012	2.30E-03	0.00285184	0.000451705	0	0.000222284	0.00030856	0	0	0.000737735	0	0	0.000396416	0	0	0	0.000873329	0	0	6.82E-05	0.000422
ASV_844	0.00011147	0.000211969	3.70E-03	0.000228884	0.002211099	0.002709188	0	0.000334374	0.000333426	0.00013224	0	0.000169362	0	0	0	0	0	0	0	0.000417679	0.000137268	0	0	0.000492334
ASV_847	0.000385281	5.57795E-05	0.002934608	9.53347E-05	0.00232702	0.003010795	0	0.00050156	0.000666852	0.000528961	0	4.23E-05	0.000245912	0	0	0	0	0	0	0.000645504	0	0	0.000136342	0.000422
ASV_849	0.000280074	0.000162154	0.003633339	0.000151844	0.00155794	0.002706036	0.000301137	0	0.000166713	0.0004408	0	0.000169362	0.000491823	0	0	0	0	0	0	0.000683475	0	0	0	0.000351667
ASV_850	0.000226473	0.000862948	0.001013693	0.000512848	0	0.00151606	0	0	0	0	0	0.000973834	0	0	0	0	0	0	0	0	0	0	0	0
ASV_852	0.001193702	0.001148555	0.002422071	0.001557987	0.002199161	0.001769745	0	0	0.00111142	0.001057921	0	0.000846812	0	0	0	0	0.000203887	0	0	0.002582017	0	0	0	0.000422
ASV_853	0.001170255	0.000887099	0.00147822	0.001174812	0.001807669	0.002561628	0.000978695	0.000724476	0.000666852	0.001057921	0.000881723	0.00071979	0.000491823	0.001092833	0	0.00023785	0.001495175	0	0.000474448	0.000645504	0.000960879	0.000322997	0.001704274	0.000984667
ASV_874	0.000982782	0.001625223	0.001311324	0.002672711	0.001758116	0.001875544	0.001580968	0	0	0.002071762	0	0	0	0	0	0	0	0	0	0.000797388	0	0	0	0.001617668
ASV_881	0.000418104	0.000846002	0.000656515	0.00044211	0	0.001299456	0	0	0	0	0	0.000931493	0	0	0	0	0	0	0	0	0	0	0	0
ASV_888	0.000300536	0.000123816	9.68476E-05	0.000250025	9.32836E-05	0.00014594	0	0	0	0	0	0	0	0	0.000164456	0	6.80E-05	0	0	0	0	0.000484496	0	0
ASV_904	0.000389161	0.000768406	0.000322256	0.000322491	0.000122036	0.00E+00	0	5.57E-05	0.000111142	0.0002204	0	0.000254044	0	0.000172553	0	0	0	0	0	0.000265796	0	0	0	0.000633
ASV_919	0.000374987	0.000108103	7.26357E-05	0.000365182	0.000124378	0.000146563	0	0	0.000111142	0	0	0	0	0	0.000164456	0	6.80E-05	0	0	0	0	0.000322997	0	0
ASV_929	0.000513492	0.000440146	0.000515952	0.000222992	0.000296601	0	0	0.000222916	0.000111142	0.00017632	0	0.000211703	0	0.000287588	0	0	0.000203887	0	0	7.59E-05	0	0	0	0.000351667
ASV_935	0.000184298	0.000219662	0.002565428	0.000111291	0.001615326	0.00166096	0	0.000445831	0.000222284	0.000484881	0	0.000211703	0.000368868	0	0	0	0	0	0	0.001101154	0	0	0.000204513	0.000281334
ASV_955	0.000720659	0.000920686	0.001508226	0.00125866	0.002712441	0.001266079	0.000828126	0.000724476	0.001500417	0	0	0.000889152	0	0	0	0.001823515	0	0	0	0.002506075	0	0	0	0.000984667
ASV_960	0.001223271	0.001061686	0.001208475	0.002552376	0.00164036	0.001326902	0.001279831	0	0	0.002424403	0	0	0	0	0	0	0	0	0	0.001632746	0	0	0	0.000914334
ASV_964	0.000867629	0.000333382	0.001798769	0.001205607	0.002418411	0.001410562	0	0.000891663	0.002333982	0	0	0.000677449	0	0.001610491	0	0	0	0	0	0.002468104	0	0	0	0.001125334
ASV_966	0.000983209	0.000678365	0.001868404	0.001270761	0.001972114	0.001680793	0	0.000222916	0.002389553	0	0	0.000508087	0	0.001725526	0	0	0	0	0	0.001632746	0	0	0	0.000773667
ASV_967	0.000624147	0.000675688	0.001609575	0.001477487	0.002076601	0.001592298	0.001731537	0.000445831	0.001166991	0	0	0.001143196	0	0	0	0.001902799	0	0	0	0.002468104	0	0	0	0.000773667
ASV_968	0.001463458	0.000845863	0.001508433	0.000639089	0.001096435	0.002445781	0.000526989	0.000557289	0.000944707	0.000528961	0.000692782	0.001185536	0.000245912	0.000805246	0	0.00023785	0.00135925	0.000193723	0.000948895	0.001063183	0.000343171	0	0.00068171	0.000633
ASV_979	0.001768128	0.000168551	0.000848504	0.002077039	0.001278264	0.001309726	0	0	0.002500695	0	0	0	0	0	0	0	0	0	0	0.001139125	0	0	0.000886223	0
ASV_999	0.000253903	0.000149897	0.002690989	0.000309991	0.002144337	0.002431647	0.000301137	0	0.000333426	0.00035264	0	0.000211703	0.000737735	0	0	0	0	0	0	0.000417679	0	0	0	0.000633
ASV_1021	0.000174788	1.22E-04	0.002415656	0.000128975	0.001795437	0.002444321	0	0.000835934	5.56E-05	0.00030856	0	0.000127022	0.000491823	0	0	0	0	0	0	0.000873329	0	0	0.000477197	0.000140667
ASV_1024	0.000263413	0.000217933	0.00282105	0.000139039	0.001873918	0.002369842	0.000150568	0	0.000333426	0.00013224	0	4.23E-05	0.000614779	0	0	0	0	0	0	0.000531592	0	0	0	0.000633
ASV_1037	0.001680802	0.001886111	0.000363179	0.001405022	0.001420292	0.001200024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1044	0.000189065	0.000343477	0.0029284	0.000163331	0.000995089	0.002099156	0.000225853	0	5.56E-05	8.82E-05	0	4.23E-05	0.000368868	0	0	0	0	0	0	0.000797388	0	0	0	0.000422
ASV_1046	0.000214294	0.000261784	0.003317291	0.000140462	0.001708784	0.002086935	0	0.000111458	0.000277855	0.00013224	0	8.47E-05	0	0	0	0	0	0	0	0.000759417	0.000480439	0	0	0.000140667
ASV_1052	0.001229304	0.000749034	0.001589864	0.001423723	0.002293124	0.000784532	0	0	0.000833565	0	0	0.001312558	0	0	0	0	0.000407775	0	0	0.002354192	0	0	0	0.000562667
ASV_1072	0.000279314	0.000211021	0.00212532	0.000132432	0.001661399	0.002090636	0	0.000222916	0.000388997	0.000528961	0	8.47E-05	0.000737735	0	0	0	0	0	0	0.000683475	0	0	0.000340855	0.000633
ASV_1074	0.000968251	0.000618465	0.000987774	0.001304204	0.002474548	0.001216324	0	0	0.000611281	0	0	0.000762131	0	0	0	0	0.00081555	0	0	0.00315158	0	0	0	0.000492334
ASV_1084	0.000818113	0.000681032	0.000948558	0.000892573	0.001731017	0.001953503	0.000150568	0.000891663	0.00055571	0.001190161	0.000692782	0.000846812	0.000491823	0.000172553	0	0.00023785	0.001223325	0	0.000203335	0.000949271	0.000549073	0	0.000613539	0.000984667
ASV_1094	0.000134419	0.000308142	0.002730411	0.000158146	0.001797724	0.002164588	0	0	0.000277855	0.00013224	0	0.000211703	0	0	0	0	0	0	0	0.000797388	0.000205903	0	0	0.000351667
ASV_1102	0.000191631	0.000648428	0.000880424	0.000477479	0	0.001083853	0	0	0	0	0	0.000889152	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1112	0.000740329	0.001280169	0.000944264	0.001275648	0.00182025	0.000833906	0	0.001393223	0	0.000925681	0	0	0	0.002243184	0	0	0	0	0	0.000949271	0	0	0	0
ASV_1137	0.000891416	0.000398394	0.0014508	0.000803634	0.001851226	0.001459865	0	0	0.001500417	0	0	0.001016174	0	0	0	0.000872116	0	0	0	0.001860571	0	0	0	0.001477001
ASV_1169	0.00130895	0.001623954	0.001223891	0.000866651	0.00093582	0.001211825	0.00233381	0	0	0	0	0	0	0.002070632	0	0.000872116	0	0	0	0.001025213	0	0	0	0
ASV_1177	0.001532327	0.000183874	0.001352453	0.001189349	0.001218811	0.001641844	0	0	0.001944985	0	0	0	0	0	0	0	0	0.001937234	0.000948895	0.001328979	0	0	0	0
ASV_1178	0.001068185	0.001050022	0.000745655	0.001455423	0.001574057	0.000904706	0.000752842	0	0	0.002600723	0	0	0	0	0	0	0	0	0	0.001518834	0	0	0	0.000914334
ASV_1185	0.000134419	0.000194918	2.58E-03	5.30532E-05	0.001719584	0.001705691	0	0.000222916	0.000277855	8.82E-05	0	4.23E-05	0	0	0	0	0	0	0	0.0009113	0.000274537	0	0	0.000281334
ASV_1274	0.000175548	0.000285969	0.002580432	5.65096E-05	0.001122497	0.001435251	0	0.000111458	0.000277855	0.00017632	0	0.000338725	0	0	0	0	0	0	0	0.001215067	0	0	0.000204513	0.000211
ASV_1315	0.001659722	0.000398394	0.000771367	0.001922651	0.000811038	0.000953998	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001291009	0	0	0.000818052	0
ASV_1332	0.000182778	0.000122087	0.002035974	0.000240266	0.00100418	0.001283871	0	0.000222916	0.000166713	0.00039672	0	8.47E-05	0.000614779	0	0	0	0	0	0	0.000417679	0	0	0.000136342	0.000422
ASV_1369	0.000719218	0.000662316	0.000877423	0.000858218	0.000851334	0.001517138	0.000451705	0.000390103	0.00055571	0.0002204	0.000314901	0.00071979	0.000368868	0.000575175	0	0.00071355	0.000747587	0	0.000474448	0.000987242	0.000686342	0	0.000340855	0.001195667
ASV_1382	0.002080963	0.000337103	0.000532662	0.001458478	0.001331591	0.001232154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000703334
ASV_1417	0.000943703	0.001056431	0.001154256	0.000755363	0.000877176	0.000951624	0.001505684	0	0	0	0	0	0	0.002013114	0	0.001427099	0	0	0	0.001632746	0	0	0	0
ASV_1437	0.000625643	0.000302673	0.001417587	0.001079786	0.001318385	0.000982511	0	0.00050156	0.00166713	0	0	0.000508087	0	0.001668009	0	0	0	0	0	0.001101154	0	0	0	0.000140667
ASV_1441	0.0002199	0.000158698	0.002215959	0.000114747	0.000841563	0.001356615	7.53E-05	0	0.000111142	0.0002204	0	4.23E-05	0	0	0	0	0	0	0	0.000607533	0	0	0	0.000140667
ASV_1493	7.98753E-05	0.000102528	2.20E-03	7.90732E-05	0.001020471	0.00192167	0	0.000111458	0.000277855	0.00017632	0	0.000127022	0	0	0	0	0	0	0	0.000341738	0.000137268	0	0	0.000422
ASV_1508	0	0.000245166	0	0.001737684	0.001558344	4.85084E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1529	0.000192969	2.63E-04	0.001883201	0.000192092	0.000796519	0.001437916	0	0	5.56E-05	0.00030856	0	8.47E-05	0.001106603	0	0	0	0	0	0	0.000303767	0	0	0	0.000422
ASV_1561	0.00081455	0.000919411	0.001574861	0.000318319	0.000419776	0.001292601	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002164338	0	0	0	0.000633
ASV_1603	0.000136802	0.000113225	0.002403653	3.95366E-05	1.23E-03	0.001364679	0	0.000167187	0.000166713	8.82E-05	0	0.000127022	0	0	0	0	0	0	0	0.000265796	6.86E-05	0	0	0.000140667
ASV_1627	0.0003496	0.000933068	0.000847417	0.000896953	0.001495696	0.000602965	0	0.000780205	0	0.000925681	0	0	0	0.001265386	0	0	0	0	0	0.000493621	0	0	0	0
ASV_1698	0.000931737	0.000134184	0	0.00070444	0.000541583	0.001737486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000886223	0
ASV_1714	0.00113109	0.001206901	0.000591381	0.00066043	0.000510323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000873329	0	0	0.000272684	0
ASV_1721	0	0.00097763	0.00089584	0.000874088	0.002472968	0.000388235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1769	7.59714E-05	0.000122087	0.001645789	0.00014463	0.000875339	0.001345639	0	0	0.000388997	0.000617121	0	0	0.000491823	0	0	7.93E-05	0	0	0	0.000303767	0	0	0.000204513	0.000211
ASV_1787	0.001169567	0.000692774	0	0.00078992	0.001265453	0.000790806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1794	7.74917E-05	0.00020043	0.001644289	3.53688E-05	0.000965252	0.001567233	0	0.000111458	0	0.00017632	0	0.000338725	0	0	0	0	0	0	0	0.000151883	0	0	0	0.000422
ASV_1800	0	0	0.000823205	0.000791644	0.000411603	0.000380166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1814	0.000109087	0.000575076	0.000314755	0.001212825	0.000108317	0.001405237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1963	9.96798E-05	1.22E-04	0.001429383	7.90732E-05	0.000871969	0.001094203	0.000376421	0	0.000222284	0.000617121	0	0	0.000491823	0	0	7.93E-05	0	0	0	0.000265796	0	0	0	0.000140667
ASV_1984	0.001194717	0	0	0.000881295	0.001148045	0.000818987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2001	0.000272717	0.00072843	0.001198179	0.00084256	0	0.001691051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2108	0.000976495	9.19371E-05	0	0.000131113	0.000173196	0.001287895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2244	0.000175548	9.06616E-05	0.001601866	0.00011861	0.00067271	0.001238482	0	0.000111458	0.000111142	0.00013224	0	4.23E-05	0	0	0	0	0	0	0	0.000113913	0.000137268	0	0	0.000140667
ASV_3126	0.000786566	0.000183874	0	0.000131113	0.000190516	0.001212035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3231	0.000145449	0.000824276	0.000385683	0.000674763	6.49899E-05	4.85084E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3319	3.63623E-05	0.000536738	0.000591381	0.000392211	0.00019497	0.00099955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4212	0.000636278	0.000275811	0.000874216	0.000465902	0	0.000840812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4729	3.4842E-05	1.91692E-05	0	0.000692343	0.000476593	0.000969708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5074	0.000333754	0.000356682	2.45E-04	0.000485825	0.000164619	0.000586873	0.000828126	0	0	0.00026448	0	0	0	0	0.000219274	0	0	0	0	0	0	0	0	0
ASV_5265	0.000537073	4.98149E-05	4.96E-04	0.000295048	8.65981E-05	0.000346166	0	0.00050156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5266	0.000502231	0.000341074	0.000290543	0.000240266	0.000103918	0.000342842	0	0.000278645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5816	0.000362966	0.000176307	0.000145271	0.00056377	0.00018834	0.000380998	0	0	0	0.000528961	0.000188941	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6192	0.000357542	3.06457E-05	2.68E-04	3.36E-04	0.00025939	0.000232359	0	0.000278645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6639	0.000169364	0.000269866	2.91E-04	0.000171257	0.000291054	5.04E-04	0	0	0	0.0004408	0	0	0	0	0.000328911	0	0	0	0	0	0	0	0	0
ASV_7431	0.000381804	0.000153681	0.000145271	0.000284078	0.000375311	1.47148E-05	7.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8090	0.00054184	0.000157137	9.68476E-05	0.000277363	0.000141698	0.000222008	0	0	0	0.00013224	0	0	0	0	0	7.93E-05	0	0	0	0	0	0	0	0
ASV_8886	6.9684E-05	0.000194918	1.48E-04	0.000505647	0.000251272	0.0001449	0	0	0	0.000573041	0	0	0	0	0.000164456	0	0	0	0	0	0	0	0	0
ASV_8993	0.000212853	9.19371E-05	0.000290543	0.000203169	0.000210976	0.000192747	0	0.000167187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9666	0.000124988	0.000234532	0.000169483	0.000247589	0.000181939	0.000180941	0	0.00050156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11175	0.000141648	0.000167666	0.000169483	0.000179592	0.000281568	0.000230904	0	5.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11385	0	0	0	0.000240374	0.000519809	0.000398377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13515	6.9684E-05	0.000134122	4.99241E-05	1.75E-04	0.000112376	0.000257424	0	0	0	0.00026448	6.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13807	0.000137666	0.000148169	0.000266331	0.000194126	0.000151643	9.26526E-05	0	0	0	0.00017632	0	0	0	0	0.000109637	0	0	0	0	0	0	0	0	0
ASV_18924	5.2263E-05	0.000188563	0.00012106	4.12648E-05	1.21E-04	0.000117718	0	0.000222916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
